f_qual,f_annee_construction,f_CuisineQual,f_cheminee,f_Quartier,f_surface_habitable,f_nb_places,f_surface_sous_sol,f_surface_1er_etage,f_nb_salle_bain,f_prix
6,1950-1980,Gd,1,Crawfor,1839,2.0,1477.0,1839,2,257500
7,1900-1950,TA,1,Crawfor,1740,1.0,800.0,960,1,219500
6,1950-1980,Gd,1,Crawfor,2259,2.0,1809.0,2259,2,217000
6,1950-1980,TA,1,Crawfor,1560,2.0,1560.0,1560,1,201000
6,1950-1980,TA,1,Crawfor,1488,2.0,1488.0,1488,2,215000
6,1950-1980,TA,1,Blueste,1045,2.0,516.0,529,1,123900
4,1980-2000,Gd,0,Crawfor,1680,2.0,1680.0,1680,2,170000
8,1980-2000,TA,0,Blueste,1020,2.0,1004.0,1020,1,200000
7,1950-1980,TA,1,Crawfor,1696,2.0,1696.0,1696,2,198000
6,1950-1980,TA,1,Crawfor,2515,2.0,2035.0,2515,3,200624
8,1980-2000,Gd,1,Crawfor,2726,2.0,279.0,2726,2,315000
5,1900-1950,Fa,0,IDOTRR,1517,0.0,793.0,997,2,115000
6,1900-1950,Gd,0,IDOTRR,1215,2.0,720.0,720,1,141000
5,1900-1950,TA,0,IDOTRR,803,2.0,720.0,803,1,87000
5,1900-1950,TA,0,IDOTRR,1601,0.0,936.0,936,2,129850
4,1900-1950,TA,0,IDOTRR,1123,1.0,732.0,772,1,100000
5,1900-1950,TA,0,IDOTRR,816,1.0,816.0,816,1,75200
6,1900-1950,TA,1,IDOTRR,1012,1.0,1012.0,1012,1,118400
5,1900-1950,TA,0,IDOTRR,1077,1.0,961.0,1077,1,67000
5,1900-1950,TA,0,IDOTRR,1558,1.0,910.0,910,1,152000
2,1900-1950,TA,0,IDOTRR,845,1.0,0.0,640,1,68104
5,avant 1900,TA,0,IDOTRR,1991,0.0,957.0,1034,2,119600
4,1950-1980,TA,0,IDOTRR,1073,2.0,1073.0,1073,1,140000
5,1900-1950,Gd,0,IDOTRR,1001,1.0,837.0,1001,1,124900
8,après 2000,Gd,1,Crawfor,1625,2.0,1573.0,1625,2,375000
8,après 2000,Gd,1,Crawfor,1625,2.0,1573.0,1625,2,235000
6,1950-1980,Gd,1,Mitchel,1299,2.0,1001.0,1299,2,183500
6,1950-1980,TA,1,Mitchel,912,2.0,888.0,912,1,156000
6,1980-2000,TA,0,Mitchel,1080,2.0,1084.0,1080,1,134000
5,après 2000,Gd,1,Mitchel,1392,3.0,1441.0,1392,2,215000
7,après 2000,Gd,1,Mitchel,1409,2.0,1409.0,1409,1,245000
7,1980-2000,TA,1,Mitchel,1478,2.0,1454.0,1478,2,210000
7,1950-1980,TA,0,Mitchel,918,1.0,852.0,918,1,148000
6,1950-1980,TA,1,Mitchel,1026,2.0,970.0,1026,1,143000
7,1980-2000,Gd,1,Timber,1501,2.0,1501.0,1501,2,244000
5,1950-1980,TA,1,Timber,1328,1.0,1350.0,1328,1,170000
6,1950-1980,Gd,1,Timber,2279,2.0,585.0,2279,2,257000
7,après 2000,Gd,0,Timber,1689,2.0,1689.0,1689,2,231713
8,après 2000,Ex,1,Timber,1564,2.0,1546.0,1564,2,267300
8,après 2000,Ex,1,Timber,1484,2.0,1476.0,1484,2,265900
8,après 2000,Gd,1,Timber,1571,3.0,1571.0,1571,2,239000
8,après 2000,Gd,1,Timber,1646,3.0,1638.0,1646,2,248900
7,1980-2000,Gd,0,Timber,1240,2.0,1265.0,1240,2,174000
7,1980-2000,Gd,1,Timber,1717,2.0,1156.0,1187,2,187500
6,1980-2000,TA,0,Timber,1756,2.0,872.0,888,2,204000
8,après 2000,Gd,0,Timber,1312,2.0,1267.0,1312,2,180500
7,après 2000,Gd,1,Timber,1146,2.0,868.0,1146,2,187500
8,après 2000,Gd,1,Timber,1922,3.0,1922.0,1922,2,282000
6,1980-2000,TA,1,Timber,1491,2.0,1491.0,1491,2,178000
8,après 2000,Gd,1,Timber,1629,3.0,1616.0,1629,2,270000
7,après 2000,Gd,1,Timber,2486,2.0,1122.0,1146,3,279900
5,1950-1980,TA,1,Timber,1572,3.0,1572.0,1572,1,186700
8,après 2000,Gd,1,Timber,1776,3.0,1732.0,1776,2,283463
10,après 2000,Ex,1,Timber,1824,3.0,1824.0,1824,2,392000
8,après 2000,Gd,1,Timber,2482,3.0,1094.0,1133,2,281213
5,après 2000,TA,0,Mitchel,1120,0.0,1120.0,1120,1,147000
3,1950-1980,TA,0,Mitchel,2034,4.0,0.0,2034,1,130000
6,1980-2000,TA,0,Mitchel,936,2.0,920.0,936,0,140000
4,1950-1980,TA,0,Mitchel,1040,2.0,1064.0,1040,1,132250
5,1950-1980,TA,0,Mitchel,1632,2.0,1632.0,1632,2,143000
4,1950-1980,TA,1,Mitchel,1622,4.0,1249.0,1622,1,168000
5,1950-1980,TA,1,MeadowV,1060,2.0,1040.0,1060,1,129900
5,1950-1980,TA,1,MeadowV,1142,2.0,1142.0,1142,1,134000
4,1950-1980,TA,0,MeadowV,1092,1.0,546.0,546,1,85500
4,1950-1980,TA,0,MeadowV,992,1.0,530.0,530,1,106500
4,1950-1980,TA,0,MeadowV,1092,0.0,546.0,546,1,93900
4,1950-1980,TA,0,MeadowV,1092,1.0,546.0,546,1,75000
4,1950-1980,TA,0,MeadowV,630,0.0,630.0,630,1,84500
4,1950-1980,TA,0,MeadowV,1092,1.0,546.0,546,1,75190
6,1950-1980,TA,1,Mitchel,1062,2.0,1029.0,1062,1,146800
5,1950-1980,Gd,1,Mitchel,1008,2.0,923.0,1008,1,153500
6,1950-1980,TA,1,Mitchel,1356,2.0,1244.0,1356,2,188000
5,1950-1980,Gd,1,Mitchel,1676,2.0,1160.0,1676,1,196000
5,1950-1980,TA,1,Mitchel,1432,2.0,716.0,716,1,157000
5,1950-1980,TA,0,Mitchel,796,0.0,796.0,796,1,138000
5,1950-1980,TA,0,Mitchel,768,2.0,768.0,768,1,129500
4,1950-1980,TA,0,Mitchel,1608,1.0,1396.0,1608,1,80000
4,1980-2000,TA,0,Mitchel,845,2.0,845.0,845,1,129500
5,1950-1980,TA,0,Mitchel,1178,2.0,1090.0,1178,1,135000
5,1980-2000,TA,0,Mitchel,816,1.0,816.0,816,1,124500
5,1980-2000,TA,0,Mitchel,816,1.0,816.0,816,1,139000
5,1980-2000,TA,0,Mitchel,974,0.0,974.0,974,1,93500
5,1980-2000,TA,0,Mitchel,887,1.0,864.0,887,1,124500
6,1950-1980,TA,0,NAmes,1293,2.0,1178.0,1293,2,149900
6,1950-1980,Gd,1,NAmes,1024,1.0,1008.0,1024,1,157500
5,1950-1980,TA,1,NAmes,1797,3.0,1617.0,1797,1,169000
6,1950-1980,Ex,1,NAmes,1390,2.0,1705.0,1390,1,252000
7,1950-1980,TA,1,NAmes,1851,2.0,1851.0,1851,2,192100
6,1980-2000,TA,1,Gilbert,1525,2.0,813.0,813,2,183500
7,1980-2000,Gd,1,Gilbert,2236,2.0,964.0,993,2,222000
6,1980-2000,TA,1,Gilbert,1671,2.0,781.0,781,2,170000
6,1980-2000,TA,1,Gilbert,1498,2.0,691.0,691,2,187500
6,1980-2000,TA,1,Gilbert,1776,2.0,821.0,821,2,202000
6,1980-2000,TA,1,Gilbert,1511,2.0,802.0,802,2,185000
7,après 2000,Gd,1,Gilbert,2462,2.0,1392.0,1392,2,320000
7,après 2000,Gd,1,Gilbert,1670,3.0,1670.0,1670,2,240000
8,après 2000,Gd,1,Gilbert,2064,2.0,1074.0,1074,2,250000
8,après 2000,Gd,1,Gilbert,1801,3.0,893.0,901,2,239900
7,après 2000,Gd,1,Gilbert,2212,3.0,1700.0,1700,2,309000
7,après 2000,Gd,1,Gilbert,2021,2.0,868.0,887,2,274725
8,1980-2000,Gd,0,StoneBr,2687,2.0,2062.0,2079,2,270000
6,1980-2000,TA,1,Gilbert,1169,2.0,1160.0,1169,2,183500
6,1980-2000,Gd,1,Gilbert,1501,2.0,697.0,697,2,165600
7,1980-2000,TA,1,Gilbert,1632,2.0,935.0,955,2,176500
8,1980-2000,TA,0,StoneBr,1204,2.0,1191.0,1204,2,130000
7,1980-2000,Gd,1,StoneBr,1767,2.0,1064.0,1064,2,239000
8,1980-2000,Gd,1,StoneBr,1742,2.0,1742.0,1742,2,275000
9,après 2000,Ex,1,StoneBr,2798,3.0,1398.0,1414,3,457347
10,après 2000,Ex,1,StoneBr,3390,3.0,1528.0,1528,3,545224
9,après 2000,Gd,1,StoneBr,2473,3.0,1094.0,1102,2,356383
9,après 2000,Ex,1,StoneBr,2868,3.0,1992.0,1992,3,556581
8,après 2000,Ex,1,StoneBr,2576,3.0,1234.0,1264,2,361919
10,après 2000,Ex,1,StoneBr,2698,3.0,1850.0,1850,2,535000
9,après 2000,Ex,1,StoneBr,2795,3.0,1390.0,1390,3,401179
10,après 2000,Gd,1,StoneBr,2945,3.0,1410.0,1426,3,438780
5,1900-1950,TA,1,Gilbert,2320,2.0,0.0,1547,2,169000
5,1950-1980,TA,0,Gilbert,1056,2.0,1056.0,1056,1,145000
9,après 2000,Gd,1,StoneBr,1714,2.0,1714.0,1714,2,318000
8,après 2000,Gd,1,StoneBr,1826,3.0,1814.0,1826,2,319000
9,après 2000,Ex,1,StoneBr,2000,3.0,1910.0,2000,2,470000
7,1980-2000,Gd,0,NWAmes,1621,2.0,1208.0,1621,2,202500
7,1980-2000,Gd,0,NWAmes,2183,3.0,1204.0,1377,2,229000
7,1950-1980,Gd,1,NWAmes,2263,2.0,795.0,1468,2,235000
6,1950-1980,TA,1,NWAmes,1574,2.0,796.0,790,2,190000
6,1950-1980,TA,1,NWAmes,1102,2.0,988.0,1102,1,169000
7,1980-2000,TA,1,NWAmes,1872,2.0,1845.0,1872,2,241500
7,1950-1980,TA,1,NWAmes,1857,2.0,945.0,945,2,188900
6,1950-1980,TA,1,NWAmes,1686,2.0,1686.0,1686,2,207500
7,1950-1980,Gd,1,NWAmes,2784,2.0,1392.0,1392,3,250000
6,1950-1980,TA,1,NWAmes,1552,2.0,713.0,811,2,179900
7,1950-1980,TA,1,NWAmes,1083,2.0,1047.0,1083,1,172000
7,après 2000,Gd,1,Somerst,2318,2.0,960.0,960,2,294323
6,1950-1980,Gd,1,NWAmes,1875,2.0,675.0,1109,3,184500
5,1950-1980,TA,0,NWAmes,1074,2.0,1056.0,1074,1,153500
7,1950-1980,TA,1,NWAmes,1664,2.0,832.0,832,2,162900
6,1950-1980,Gd,1,NWAmes,1309,2.0,1040.0,1309,1,181000
6,1950-1980,TA,0,NWAmes,1103,2.0,1103.0,1103,2,155000
5,1950-1980,TA,0,NAmes,1096,1.0,1096.0,1096,1,138800
4,1950-1980,TA,0,NAmes,864,1.0,864.0,864,1,116050
4,1950-1980,TA,0,NAmes,858,0.0,858.0,858,1,88000
4,1950-1980,TA,0,NAmes,874,2.0,864.0,874,1,97500
6,après 2000,Gd,0,NAmes,1419,2.0,1487.0,1419,2,190000
6,1950-1980,TA,0,BrDale,1092,2.0,525.0,525,1,105500
5,1950-1980,Gd,1,BrDale,1365,2.0,765.0,765,1,125500
6,1950-1980,TA,0,BrDale,987,1.0,483.0,483,1,83000
6,1950-1980,TA,0,BrDale,1030,1.0,494.0,494,1,116000
6,1950-1980,TA,0,BrDale,1218,0.0,672.0,672,1,91500
6,1950-1980,TA,0,BrDale,1218,1.0,672.0,672,1,118000
6,1950-1980,TA,0,BrDale,948,1.0,483.0,483,1,89000
6,1950-1980,TA,0,BrDale,1092,1.0,525.0,525,1,108000
6,1950-1980,TA,1,BrDale,987,1.0,483.0,483,1,94500
6,1950-1980,TA,1,NPkVill,1069,2.0,1069.0,1069,2,146300
5,1950-1980,TA,1,NAmes,1387,1.0,943.0,1387,1,145000
5,1950-1980,TA,1,NAmes,900,1.0,864.0,900,1,123000
7,1950-1980,TA,0,NPkVill,1055,1.0,1055.0,1055,2,137500
6,1950-1980,TA,1,NPkVill,1456,2.0,855.0,855,2,144000
9,après 2000,Ex,1,NridgHt,1980,3.0,1980.0,1980,2,315000
9,après 2000,Ex,1,NridgHt,2589,3.0,1738.0,1738,2,412083
9,après 2000,Gd,0,NridgHt,2596,3.0,1249.0,1249,3,342643
8,après 2000,Gd,1,NridgHt,1618,3.0,1618.0,1618,2,252000
10,après 2000,Ex,1,NridgHt,2076,3.0,2076.0,2076,2,465000
7,après 2000,Gd,0,NridgHt,1740,3.0,1721.0,1740,2,293000
9,après 2000,Ex,1,NridgHt,1868,3.0,1868.0,1868,2,415000
9,après 2000,Gd,1,NridgHt,1850,3.0,1833.0,1850,2,326000
8,après 2000,Gd,1,NridgHt,2376,3.0,1158.0,1158,3,325300
8,après 2000,Gd,1,NridgHt,2452,3.0,1117.0,1132,3,309000
9,après 2000,Ex,1,NridgHt,2206,3.0,1090.0,1117,2,300000
8,après 2000,Ex,1,NridgHt,2098,3.0,1030.0,1038,2,275500
9,après 2000,Ex,1,NridgHt,2091,2.0,1606.0,1625,2,338500
9,après 2000,Ex,1,NridgHt,2324,3.0,1175.0,1182,3,345000
8,après 2000,Ex,1,NridgHt,2253,2.0,1209.0,1209,2,344133
8,après 2000,Gd,1,NridgHt,2389,3.0,1054.0,1054,2,298236
8,après 2000,Ex,1,NridgHt,2358,3.0,1524.0,1544,2,329900
9,après 2000,Ex,1,NridgHt,1944,3.0,1896.0,1944,2,360000
8,après 2000,Ex,1,NridgHt,1970,3.0,1085.0,1120,2,281000
9,après 2000,Gd,1,NridgHt,1792,3.0,1792.0,1792,2,372397
9,après 2000,Ex,1,NridgHt,1780,3.0,1780.0,1780,2,378000
9,après 2000,Ex,1,NridgHt,1792,3.0,1792.0,1792,2,374000
9,après 2000,Ex,1,NridgHt,2728,3.0,1848.0,1848,2,437154
8,après 2000,Ex,1,NridgHt,1904,2.0,1058.0,1058,2,275000
8,après 2000,Gd,1,NridgHt,1914,3.0,1420.0,1426,2,279000
7,après 2000,Gd,1,NridgHt,1364,2.0,1364.0,1364,2,185850
9,après 2000,Ex,1,NridgHt,1565,2.0,1560.0,1565,2,282500
7,après 2000,Gd,1,NridgHt,1368,2.0,1368.0,1368,2,202500
7,après 2000,Gd,1,NridgHt,1368,2.0,1368.0,1368,2,202665
9,après 2000,Ex,1,NridgHt,1686,3.0,1686.0,1686,2,332200
9,après 2000,Gd,1,NridgHt,1666,2.0,1666.0,1666,2,310090
7,après 2000,Gd,1,NridgHt,1405,2.0,1405.0,1405,2,171750
6,après 2000,Gd,1,Gilbert,1316,2.0,1316.0,1316,2,169990
6,après 2000,Gd,1,Gilbert,1456,2.0,728.0,728,2,170440
7,après 2000,Gd,0,Gilbert,1492,2.0,738.0,738,2,169985
7,après 2000,Gd,1,Gilbert,1496,2.0,654.0,664,2,179665
7,après 2000,Gd,1,Gilbert,1863,3.0,879.0,879,2,219210
6,après 2000,Gd,0,Gilbert,1326,2.0,1326.0,1326,2,174190
6,après 2000,TA,0,Gilbert,1456,2.0,728.0,728,2,172785
8,après 2000,Gd,1,Gilbert,2373,3.0,1052.0,1052,2,258000
7,après 2000,Gd,0,Gilbert,1492,2.0,738.0,738,2,185101
7,après 2000,Gd,1,Blmngtn,1364,2.0,1220.0,1364,2,210250
7,après 2000,Gd,1,Blmngtn,1557,2.0,1374.0,1557,2,234000
8,après 2000,Gd,1,Blmngtn,1456,2.0,1273.0,1456,2,215000
7,après 2000,Gd,1,Blmngtn,1511,2.0,1368.0,1511,2,246990
7,après 2000,Gd,1,Blmngtn,1414,2.0,1375.0,1414,2,178740
7,après 2000,Gd,1,Blmngtn,1548,2.0,1365.0,1548,2,225000
7,après 2000,Gd,0,Blmngtn,1248,2.0,1248.0,1248,2,167240
7,après 2000,Gd,0,Blmngtn,1142,2.0,1142.0,1142,2,156820
7,après 2000,Gd,1,Blmngtn,1506,2.0,1362.0,1506,2,213490
8,après 2000,Ex,1,Blmngtn,1567,3.0,1520.0,1567,2,264561
7,après 2000,Gd,1,Blmngtn,1500,3.0,1356.0,1500,2,246578
5,après 2000,TA,1,Gilbert,1838,2.0,732.0,734,2,192140
6,après 2000,Gd,1,Gilbert,1509,2.0,783.0,807,2,183200
8,après 2000,Gd,1,Gilbert,1414,2.0,707.0,707,2,178000
7,après 2000,Gd,1,Gilbert,1598,2.0,848.0,848,2,201490
8,1980-2000,Gd,1,Gilbert,1936,2.0,1406.0,1454,2,230500
7,après 2000,Gd,1,Gilbert,1509,2.0,783.0,807,2,180000
6,1980-2000,TA,1,Gilbert,1664,2.0,953.0,953,2,172400
6,1980-2000,TA,1,Gilbert,1889,2.0,982.0,1008,2,215000
7,1980-2000,Gd,1,Gilbert,1886,2.0,930.0,956,2,199900
6,1980-2000,TA,1,Gilbert,1671,2.0,959.0,959,2,173000
7,après 2000,Gd,0,Gilbert,2322,3.0,1035.0,1082,3,287602
7,1980-2000,Gd,1,Gilbert,2291,2.0,975.0,1005,2,230000
8,1980-2000,Gd,1,NoRidge,2392,3.0,1396.0,1407,2,348000
8,1980-2000,Gd,1,NoRidge,1976,3.0,1044.0,1079,2,286000
8,1980-2000,Gd,1,NoRidge,2234,3.0,1160.0,1205,2,300000
10,1980-2000,Gd,1,NoRidge,3627,3.0,1930.0,1831,3,625000
9,1980-2000,Ex,1,NoRidge,2855,3.0,1540.0,1540,2,405000
8,1980-2000,Gd,1,NoRidge,1924,2.0,1086.0,1086,2,280000
8,1980-2000,Gd,1,NoRidge,2263,2.0,1141.0,1165,2,258000
8,1980-2000,Gd,1,NoRidge,2726,3.0,1342.0,1358,2,350000
9,1980-2000,Ex,1,NoRidge,3500,3.0,1733.0,1933,3,584500
8,1980-2000,Gd,1,NoRidge,2494,3.0,1290.0,1305,2,321000
8,1980-2000,Gd,1,NoRidge,2526,3.0,1165.0,1203,2,290000
8,1980-2000,Gd,1,NoRidge,2799,3.0,1286.0,1565,2,315000
8,après 2000,Gd,1,Somerst,1964,2.0,1100.0,1116,2,252000
8,après 2000,Gd,1,Somerst,1670,3.0,1670.0,1670,2,336820
8,après 2000,Ex,1,Somerst,2097,3.0,2077.0,2097,1,423000
8,après 2000,Gd,1,Somerst,1660,2.0,1660.0,1660,2,290000
7,après 2000,Gd,0,Somerst,1616,3.0,1616.0,1616,2,232000
8,après 2000,Gd,0,Somerst,1504,2.0,1504.0,1504,2,199000
8,après 2000,Gd,0,Somerst,1278,2.0,1278.0,1278,2,198600
9,après 2000,Ex,1,Somerst,2640,3.0,2036.0,2036,3,405749
8,après 2000,Gd,1,Somerst,1489,2.0,1489.0,1489,2,232600
8,après 2000,Gd,1,Somerst,1939,3.0,1095.0,1095,2,266000
7,après 2000,Gd,0,Somerst,1553,2.0,756.0,756,2,186500
6,après 2000,Gd,0,Somerst,1716,2.0,858.0,858,2,200825
7,après 2000,Gd,0,Somerst,1576,2.0,770.0,778,2,197000
6,après 2000,Gd,0,Somerst,1262,2.0,1262.0,1262,2,185000
7,après 2000,Gd,1,Somerst,1266,2.0,1257.0,1266,2,176000
7,après 2000,Gd,1,Somerst,1301,2.0,1293.0,1301,2,187750
6,après 2000,Gd,0,SawyerW,1142,0.0,1142.0,1142,1,139500
7,après 2000,Gd,0,SawyerW,1400,2.0,1400.0,1400,2,186800
6,après 2000,Gd,0,SawyerW,1131,0.0,1131.0,1131,1,132000
6,après 2000,TA,0,SawyerW,1141,2.0,1141.0,1141,1,142500
6,après 2000,Gd,0,SawyerW,1158,2.0,1158.0,1158,1,158000
7,après 2000,Gd,0,SawyerW,1686,2.0,891.0,891,2,184000
7,après 2000,Gd,0,SawyerW,1585,2.0,784.0,831,2,184900
6,1980-2000,TA,0,SawyerW,1837,2.0,941.0,941,2,187000
6,1980-2000,Gd,0,SawyerW,1603,2.0,761.0,810,2,175900
6,1980-2000,Gd,0,SawyerW,1731,2.0,836.0,844,2,248500
6,1980-2000,Gd,0,SawyerW,1398,2.0,1398.0,1398,2,172000
6,1980-2000,Gd,0,SawyerW,1217,2.0,1217.0,1217,2,151000
6,1980-2000,Gd,0,SawyerW,1320,2.0,636.0,636,2,150000
4,1950-1980,TA,0,SawyerW,1056,1.0,1056.0,1056,1,107000
5,1950-1980,TA,0,SawyerW,965,1.0,828.0,965,1,119900
5,1950-1980,TA,0,Sawyer,988,2.0,988.0,988,1,129500
5,1950-1980,TA,0,Sawyer,1728,2.0,1728.0,1728,2,125000
6,1950-1980,TA,0,Sawyer,1654,2.0,0.0,1286,2,119500
5,1950-1980,TA,1,Sawyer,1211,2.0,864.0,1211,1,144000
6,1950-1980,TA,1,Sawyer,1212,2.0,506.0,1212,1,151000
5,1950-1980,TA,0,Sawyer,984,1.0,984.0,984,1,126000
5,1950-1980,TA,0,Sawyer,909,1.0,882.0,909,1,116000
5,1950-1980,TA,0,Sawyer,925,2.0,925.0,925,1,133500
5,1950-1980,TA,0,Sawyer,1024,1.0,1024.0,1024,1,120875
5,1950-1980,TA,0,Sawyer,935,1.0,935.0,935,1,137000
5,1950-1980,TA,0,Sawyer,912,0.0,912.0,912,1,124000
5,1950-1980,TA,1,Sawyer,1236,1.0,912.0,1236,1,135000
5,1950-1980,TA,1,Sawyer,941,1.0,912.0,941,1,129200
7,1950-1980,Gd,1,Veenker,2646,2.0,1748.0,2151,2,260000
8,1980-2000,Gd,1,NoRidge,2417,2.0,1288.0,1301,2,260000
8,1980-2000,Gd,1,NoRidge,2826,3.0,1334.0,1520,2,334000
8,1980-2000,Gd,1,NoRidge,2520,3.0,1338.0,1352,2,310000
7,1980-2000,Gd,1,NoRidge,2295,2.0,1095.0,1166,2,268000
8,1980-2000,Gd,1,NoRidge,1624,3.0,1624.0,1624,2,262000
7,après 2000,Gd,1,Somerst,1143,2.0,1143.0,1143,1,176400
8,après 2000,Gd,1,Somerst,1247,2.0,1247.0,1247,1,197000
7,après 2000,Gd,0,Somerst,1200,2.0,600.0,520,2,151000
7,après 2000,Gd,0,Somerst,1223,2.0,600.0,520,2,147400
7,après 2000,Gd,0,Somerst,1223,2.0,600.0,520,2,149900
7,après 2000,Gd,0,Somerst,1200,2.0,600.0,520,2,144152
6,1980-2000,Gd,0,Somerst,1524,2.0,756.0,768,2,166000
7,1980-2000,Gd,0,Somerst,1452,2.0,691.0,713,2,183900
7,1980-2000,Gd,0,Somerst,1382,2.0,673.0,673,2,165000
7,après 2000,Gd,0,Somerst,1080,2.0,530.0,530,2,139000
7,1980-2000,Gd,1,Somerst,1694,1.0,569.0,854,2,200000
8,après 2000,Gd,1,Somerst,1568,2.0,1568.0,1568,2,221000
8,1980-2000,Ex,1,Veenker,1494,2.0,1494.0,1494,1,270000
6,1950-1980,TA,1,Veenker,1208,2.0,1208.0,1208,1,165000
8,1950-1980,TA,1,Greens,1235,2.0,1235.0,1235,1,214000
8,1950-1980,Gd,1,Greens,1036,2.0,1036.0,1036,1,188000
8,1950-1980,Gd,1,Greens,1226,2.0,1226.0,1226,1,190000
8,1950-1980,Gd,1,Greens,1226,2.0,1226.0,1226,1,170000
9,1980-2000,Gd,1,Veenker,1842,3.0,1842.0,1842,0,385000
5,1950-1980,TA,0,NWAmes,1193,2.0,1153.0,1193,2,146500
7,1950-1980,Gd,1,NWAmes,1920,2.0,570.0,1222,3,170000
7,1950-1980,TA,1,NWAmes,2156,2.0,1568.0,2156,2,262500
6,1950-1980,TA,1,NWAmes,1416,2.0,708.0,708,2,179900
6,1950-1980,Gd,1,NWAmes,2654,2.0,1054.0,1512,2,250000
6,1950-1980,TA,1,NWAmes,1790,2.0,732.0,1012,1,165150
7,1950-1980,TA,0,NWAmes,1334,2.0,1334.0,1334,2,164500
7,1950-1980,TA,0,NWAmes,1164,2.0,1164.0,1164,1,140000
5,1950-1980,TA,0,NAmes,980,1.0,980.0,980,2,135500
5,1950-1980,TA,0,NAmes,1051,2.0,1051.0,1051,1,142000
5,1950-1980,TA,0,NAmes,1770,2.0,900.0,884,1,155000
6,1950-1980,Gd,1,NAmes,976,2.0,976.0,976,1,157500
5,1950-1980,TA,0,NAmes,1052,1.0,1052.0,1052,1,138500
5,1950-1980,TA,0,NAmes,898,1.0,833.0,898,1,140000
5,1950-1980,TA,0,NAmes,1051,1.0,1051.0,1051,1,124400
5,1950-1980,TA,0,NAmes,1141,1.0,1141.0,1141,1,158000
5,1950-1980,Gd,0,NAmes,1200,2.0,864.0,1200,1,146000
6,1950-1980,TA,1,NWAmes,1993,2.0,825.0,1097,2,190000
5,1950-1980,TA,0,NAmes,1050,1.0,1050.0,1050,1,136500
5,1950-1980,TA,0,NAmes,864,2.0,864.0,864,1,129900
5,1950-1980,TA,0,NAmes,1712,2.0,1626.0,1712,2,145000
6,1950-1980,Gd,1,NAmes,1565,1.0,1187.0,1565,2,185900
6,1950-1980,TA,1,NAmes,1251,1.0,1251.0,1251,1,160000
6,1950-1980,TA,1,NAmes,1488,2.0,1008.0,1488,1,167000
5,1950-1980,TA,1,NAmes,1440,2.0,720.0,720,1,157500
6,1950-1980,TA,0,NAmes,1095,1.0,588.0,1095,1,140000
5,1950-1980,Ex,0,NAmes,1053,2.0,1008.0,1053,1,150000
5,1950-1980,TA,0,NAmes,1248,1.0,1248.0,1248,1,151500
6,1900-1950,TA,1,NAmes,816,1.0,816.0,816,1,129800
5,1950-1980,TA,1,NAmes,1008,1.0,1008.0,1008,1,137000
5,1900-1950,TA,1,NAmes,1043,1.0,938.0,1043,1,137000
4,1900-1950,TA,0,BrkSide,1230,1.0,747.0,774,1,121600
4,1900-1950,Fa,0,BrkSide,869,0.0,440.0,869,1,85500
4,1900-1950,TA,0,BrkSide,747,2.0,600.0,747,1,79900
5,1900-1950,TA,0,BrkSide,1252,2.0,504.0,936,1,127000
5,1950-1980,TA,1,NAmes,1433,2.0,1251.0,1433,1,161000
5,1950-1980,TA,1,NAmes,1624,1.0,1444.0,1624,1,146500
5,1950-1980,TA,0,NAmes,1216,1.0,1056.0,1216,1,135000
5,1950-1980,TA,0,NAmes,2136,2.0,2136.0,2136,2,137900
6,1900-1950,Fa,1,NAmes,1578,1.0,806.0,958,1,133000
5,1900-1950,TA,1,NAmes,1728,1.0,704.0,1024,1,137000
5,1950-1980,TA,0,NAmes,936,1.0,936.0,936,1,121000
5,1950-1980,TA,0,NAmes,1584,2.0,1584.0,1584,2,119000
6,1950-1980,TA,1,NAmes,1246,2.0,1246.0,1246,1,172000
5,1950-1980,TA,0,NAmes,1235,2.0,1235.0,1235,1,98600
7,1950-1980,Gd,1,NAmes,2157,2.0,924.0,1216,2,226000
5,1950-1980,TA,0,NAmes,1128,1.0,936.0,1128,1,118000
8,1900-1950,Gd,1,NAmes,3112,2.0,1360.0,1360,2,235000
6,1950-1980,TA,0,NAmes,1008,2.0,1008.0,1008,1,135000
5,1950-1980,TA,0,NAmes,1190,2.0,1106.0,1190,1,132500
5,1950-1980,TA,1,NAmes,1144,1.0,1144.0,1144,1,143000
5,1950-1980,TA,1,NAmes,1364,1.0,1179.0,1364,1,132000
6,1950-1980,TA,0,NAmes,1383,1.0,1383.0,1383,1,145250
6,1950-1980,TA,1,NAmes,1336,2.0,1121.0,1336,1,162000
5,1950-1980,TA,1,NAmes,1370,1.0,1058.0,1370,1,148000
5,1950-1980,TA,1,NAmes,1092,1.0,1092.0,1092,1,141000
6,1950-1980,TA,1,NAmes,1124,1.0,1124.0,1124,1,153000
5,1950-1980,Gd,1,NAmes,1236,1.0,1070.0,1236,1,134450
5,1950-1980,TA,1,NAmes,943,2.0,943.0,943,1,135960
6,1950-1980,Gd,0,NAmes,1050,1.0,1050.0,1050,1,156000
6,1950-1980,TA,1,NAmes,1375,2.0,1367.0,1375,1,140000
5,1950-1980,TA,0,NAmes,1008,1.0,1008.0,1008,1,139500
6,1950-1980,Gd,1,NAmes,1575,2.0,216.0,1575,1,155000
5,1950-1980,TA,0,NAmes,1145,2.0,301.0,1145,1,127000
